516d2e83f020d003d1410baea714cc93c5d336d1,DELETE,regular-file,This is college Project/worknest/Node Backend/.env,210,
2fc80e3a42729e198d9d679e2dfc6f0eeca89268,DELETE,regular-file,This is college Project/worknest/React Frontend/worknest-frontend/src/.env,10,
698e66278e1c5121b6fa357a8e1a4169bb9403e1,DELETE,regular-file,This is college Project/worknest/backend/.env,31,
